id_left,1,1.5,2,2.5,3,3.5,4,4.5,5,1_%,1.5_%,2_%,2.5_%,3_%,3.5_%,4_%,4.5_%,5_%,low,mid,high,average_rating
139,0,0,0,0,2,8,6,0,2,0,0,0,0,0.111111111,0.444444444,0.333333333,0,0.111111111,0,0.555555555,0.444444444,3.777777778
140,6,0,3,9,11,22,31,32,19,0.045112782,0,0.022556391,0.067669173,0.082706767,0.165413534,0.233082707,0.240601504,0.142857143,0.067669173,0.315789474,0.616541354,3.815789474
142,5,0,2,5,12,10,12,6,5,0.087719298,0,0.035087719,0.087719298,0.210526316,0.175438596,0.210526316,0.105263158,0.087719298,0.122807017,0.47368421,0.403508772,3.377192982
143,4,1,2,2,11,21,27,19,19,0.037735849,0.009433962,0.018867925,0.018867925,0.103773585,0.198113208,0.254716981,0.179245283,0.179245283,0.066037736,0.320754718,0.613207547,3.863207547
146,2,1,4,3,5,13,8,10,8,0.037037037,0.018518519,0.074074074,0.055555556,0.092592593,0.240740741,0.148148148,0.185185185,0.148148148,0.12962963,0.38888889,0.481481481,3.638888889
147,3,1,3,4,12,4,18,8,13,0.045454545,0.015151515,0.045454545,0.060606061,0.181818182,0.060606061,0.272727273,0.121212121,0.196969697,0.106060605,0.303030304,0.590909091,3.689393939
148,0,0,0,4,5,3,13,6,3,0,0,0,0.117647059,0.147058824,0.088235294,0.382352941,0.176470588,0.088235294,0,0.352941177,0.647058823,3.808823529
150,1,0,0,1,6,0,6,1,0,0.066666667,0,0,0.066666667,0.4,0,0.4,0.066666667,0,0.066666667,0.466666667,0.466666667,3.333333333
152,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
153,0,0,5,2,5,19,18,10,13,0,0,0.069444444,0.027777778,0.069444444,0.263888889,0.25,0.138888889,0.180555556,0.069444444,0.361111111,0.569444445,3.868055556
154,2,1,5,5,10,28,24,15,12,0.019607843,0.009803922,0.049019608,0.049019608,0.098039216,0.274509804,0.235294118,0.147058824,0.117647059,0.078431373,0.421568628,0.500000001,3.700980392
155,1,0,1,0,1,3,2,0,2,0.1,0,0.1,0,0.1,0.3,0.2,0,0.2,0.2,0.4,0.4,3.45
156,0,0,6,3,8,6,11,13,13,0,0,0.1,0.05,0.133333333,0.1,0.183333333,0.216666667,0.216666667,0.1,0.283333333,0.616666667,3.866666667
160,2,0,3,6,8,17,19,14,7,0.026315789,0,0.039473684,0.078947368,0.105263158,0.223684211,0.25,0.184210526,0.092105263,0.065789473,0.407894737,0.526315789,3.690789474
161,2,0,2,4,5,2,10,5,5,0.057142857,0,0.057142857,0.114285714,0.142857143,0.057142857,0.285714286,0.142857143,0.142857143,0.114285714,0.314285714,0.571428572,3.585714286
163,1,0,2,1,4,7,15,11,7,0.020833333,0,0.041666667,0.020833333,0.083333333,0.145833333,0.3125,0.229166667,0.145833333,0.0625,0.249999999,0.6875,3.927083333
164,1,1,1,0,1,5,10,6,2,0.037037037,0.037037037,0.037037037,0,0.037037037,0.185185185,0.37037037,0.222222222,0.074074074,0.111111111,0.222222222,0.666666666,3.777777778
165,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0.666666667,0.166666667,0.166666667,0,0,1.000000001,4.25
166,0,0,1,4,8,25,20,13,4,0,0,0.013333333,0.053333333,0.106666667,0.333333333,0.266666667,0.173333333,0.053333333,0.013333333,0.493333333,0.493333333,3.76
168,2,0,3,2,8,8,12,10,6,0.039215686,0,0.058823529,0.039215686,0.156862745,0.156862745,0.235294118,0.196078431,0.117647059,0.098039215,0.352941176,0.549019608,3.68627451
169,1,0,1,1,7,3,14,6,5,0.026315789,0,0.026315789,0.026315789,0.184210526,0.078947368,0.368421053,0.157894737,0.131578947,0.052631578,0.289473683,0.657894737,3.815789474
171,1,3,5,7,16,25,20,12,8,0.010309278,0.030927835,0.051546392,0.072164948,0.164948454,0.257731959,0.206185567,0.12371134,0.082474227,0.092783505,0.494845361,0.412371134,3.530927835
173,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0.333333333,0.166666667,0.166666667,0.333333333,0,0.333333333,0.666666667,4.25
174,2,0,0,2,1,2,0,3,5,0.133333333,0,0,0.133333333,0.066666667,0.133333333,0,0.2,0.333333333,0.133333333,0.333333333,0.533333333,3.7
175,6,1,7,10,12,23,42,26,13,0.042857143,0.007142857,0.05,0.071428571,0.085714286,0.164285714,0.3,0.185714286,0.092857143,0.1,0.321428571,0.578571429,3.664285714
176,1,1,0,2,2,4,15,10,8,0.023255814,0.023255814,0,0.046511628,0.046511628,0.093023256,0.348837209,0.23255814,0.186046512,0.046511628,0.186046512,0.767441861,4.011627907
178,1,0,0,1,3,2,8,5,3,0.043478261,0,0,0.043478261,0.130434783,0.086956522,0.347826087,0.217391304,0.130434783,0.043478261,0.260869566,0.695652174,3.869565217
179,0,0,1,1,5,0,0,2,5,0,0,0.071428571,0.071428571,0.357142857,0,0,0.142857143,0.357142857,0.071428571,0.428571428,0.5,3.821428571
181,3,2,4,5,6,28,47,17,12,0.024193548,0.016129032,0.032258065,0.040322581,0.048387097,0.225806452,0.379032258,0.137096774,0.096774194,0.072580645,0.31451613,0.612903226,3.766129032
182,0,0,0,0,3,3,2,1,1,0,0,0,0,0.3,0.3,0.2,0.1,0.1,0,0.6,0.4,3.7
186,1,0,2,0,0,4,5,5,1,0.055555556,0,0.111111111,0,0,0.222222222,0.277777778,0.277777778,0.055555556,0.166666667,0.222222222,0.611111112,3.694444444
187,0,2,3,0,5,3,8,9,6,0,0.055555556,0.083333333,0,0.138888889,0.083333333,0.222222222,0.25,0.166666667,0.138888889,0.222222222,0.638888889,3.805555556
188,4,2,4,9,4,15,22,12,4,0.052631579,0.026315789,0.052631579,0.118421053,0.052631579,0.197368421,0.289473684,0.157894737,0.052631579,0.131578947,0.368421053,0.5,3.473684211
189,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,1,4.5
194,3,0,1,2,6,9,2,8,8,0.076923077,0,0.025641026,0.051282051,0.153846154,0.230769231,0.051282051,0.205128205,0.205128205,0.102564103,0.435897436,0.461538461,3.679487179
195,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0.125,0.375,0.375,0.125,0,0.125,0.875,4.25
197,2,1,0,1,7,2,1,6,1,0.095238095,0.047619048,0,0.047619048,0.333333333,0.095238095,0.047619048,0.285714286,0.047619048,0.142857143,0.476190476,0.380952382,3.333333333
204,4,0,3,1,5,3,2,0,3,0.19047619,0,0.142857143,0.047619048,0.238095238,0.142857143,0.095238095,0,0.142857143,0.333333333,0.428571429,0.238095238,2.904761905
205,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0.666666667,0.333333333,0,2.333333333
206,1,0,0,0,2,3,10,1,3,0.05,0,0,0,0.1,0.15,0.5,0.05,0.15,0.05,0.25,0.7,3.85
208,1,0,0,2,4,4,11,4,5,0.032258065,0,0,0.064516129,0.129032258,0.129032258,0.35483871,0.129032258,0.161290323,0.032258065,0.322580645,0.645161291,3.838709677
209,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,5
210,0,2,0,0,2,0,10,2,0,0,0.125,0,0,0.125,0,0.625,0.125,0,0.125,0.125,0.75,3.625
211,0,0,2,0,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0.333333333,0,0.666666667,0,0.333333333,2.833333333
214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
215,0,0,0,0,2,0,3,2,3,0,0,0,0,0.2,0,0.3,0.2,0.3,0,0.2,0.8,4.2
217,2,2,0,2,1,4,1,2,3,0.117647059,0.117647059,0,0.117647059,0.058823529,0.235294118,0.058823529,0.117647059,0.176470588,0.235294118,0.411764706,0.352941176,3.235294118
219,0,1,1,0,1,0,10,0,3,0,0.0625,0.0625,0,0.0625,0,0.625,0,0.1875,0.125,0.0625,0.8125,3.84375
221,2,0,1,0,3,2,5,5,9,0.074074074,0,0.037037037,0,0.111111111,0.074074074,0.185185185,0.185185185,0.333333333,0.111111111,0.185185185,0.703703703,3.981481481
222,0,0,0,1,1,0,0,1,1,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0.5,0.5,3.75
223,5,1,1,0,1,4,3,9,4,0.178571429,0.035714286,0.035714286,0,0.035714286,0.142857143,0.107142857,0.321428571,0.142857143,0.250000001,0.178571429,0.571428571,3.5
225,0,0,0,2,1,2,2,0,1,0,0,0,0.25,0.125,0.25,0.25,0,0.125,0,0.625,0.375,3.5
229,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.5,0,0.5,0,0,1,4.5
234,4,0,0,1,1,1,2,0,1,0.4,0,0,0.1,0.1,0.1,0.2,0,0.1,0.4,0.3,0.3,2.6
235,2,0,0,1,8,3,10,5,11,0.05,0,0,0.025,0.2,0.075,0.25,0.125,0.275,0.05,0.3,0.65,3.9125
237,1,0,0,0,2,6,1,0,0,0.1,0,0,0,0.2,0.6,0.1,0,0,0.1,0.8,0.1,3.2
239,2,0,4,1,0,4,4,3,3,0.095238095,0,0.19047619,0.047619048,0,0.19047619,0.19047619,0.142857143,0.142857143,0.285714285,0.238095238,0.476190476,3.380952381
242,3,0,0,2,2,1,2,2,0,0.25,0,0,0.166666667,0.166666667,0.083333333,0.166666667,0.166666667,0,0.25,0.416666667,0.333333334,2.875
247,1,0,0,2,0,4,3,3,0,0.076923077,0,0,0.153846154,0,0.307692308,0.230769231,0.230769231,0,0.076923077,0.461538462,0.461538462,3.5
248,0,0,0,0,2,0,0,0,2,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,4
249,3,0,2,3,8,10,21,16,12,0.04,0,0.026666667,0.04,0.106666667,0.133333333,0.28,0.213333333,0.16,0.066666667,0.28,0.653333333,3.86
251,3,2,1,7,16,18,13,11,9,0.0375,0.025,0.0125,0.0875,0.2,0.225,0.1625,0.1375,0.1125,0.075,0.5125,0.4125,3.5375
252,0,0,0,4,0,0,1,0,0,0,0,0,0.8,0,0,0.2,0,0,0,0.8,0.2,2.8
254,1,1,7,5,30,18,23,3,0,0.011363636,0.011363636,0.079545455,0.056818182,0.340909091,0.204545455,0.261363636,0.034090909,0,0.102272727,0.602272728,0.295454545,3.267045455
256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
258,2,0,1,3,1,6,10,5,2,0.066666667,0,0.033333333,0.1,0.033333333,0.2,0.333333333,0.166666667,0.066666667,0.1,0.333333333,0.566666667,3.6
260,2,3,8,13,14,28,26,20,8,0.016393443,0.024590164,0.06557377,0.106557377,0.114754098,0.229508197,0.213114754,0.163934426,0.06557377,0.106557377,0.450819672,0.44262295,3.516393443
261,0,0,0,0,1,0,2,2,0,0,0,0,0,0.2,0,0.4,0.4,0,0,0.2,0.8,4
262,0,0,1,0,0,0,1,0,4,0,0,0.166666667,0,0,0,0.166666667,0,0.666666667,0.166666667,0,0.833333334,4.333333333
263,0,0,0,0,4,2,3,2,1,0,0,0,0,0.333333333,0.166666667,0.25,0.166666667,0.083333333,0,0.5,0.5,3.75
268,2,1,0,1,16,8,15,7,13,0.031746032,0.015873016,0,0.015873016,0.253968254,0.126984127,0.238095238,0.111111111,0.206349206,0.047619048,0.396825397,0.555555555,3.785714286
273,0,0,1,0,1,4,1,0,0,0,0,0.142857143,0,0.142857143,0.571428571,0.142857143,0,0,0.142857143,0.714285714,0.142857143,3.285714286
274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5
275,3,1,4,7,8,15,24,9,9,0.0375,0.0125,0.05,0.0875,0.1,0.1875,0.3,0.1125,0.1125,0.1,0.375,0.525,3.6
279,0,0,0,0,1,0,2,2,1,0,0,0,0,0.166666667,0,0.333333333,0.333333333,0.166666667,0,0.166666667,0.833333333,4.166666667
280,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,1,4.333333333
281,0,0,1,1,6,15,12,4,1,0,0,0.025,0.025,0.15,0.375,0.3,0.1,0.025,0.025,0.55,0.425,3.65
287,1,0,0,0,0,0,2,2,1,0.166666667,0,0,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,0.833333333,3.833333333
290,2,0,2,1,0,0,2,0,0,0.285714286,0,0.285714286,0.142857143,0,0,0.285714286,0,0,0.571428572,0.142857143,0.285714286,2.357142857
295,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
296,0,0,0,0,1,1,2,0,1,0,0,0,0,0.2,0.2,0.4,0,0.2,0,0.4,0.6,3.9
300,1,0,0,2,1,1,8,1,4,0.055555556,0,0,0.111111111,0.055555556,0.055555556,0.444444444,0.055555556,0.222222222,0.055555556,0.222222223,0.722222222,3.833333333
304,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,1,4.125
305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
310,0,2,1,3,4,9,4,5,3,0,0.064516129,0.032258065,0.096774194,0.129032258,0.290322581,0.129032258,0.161290323,0.096774194,0.096774194,0.516129033,0.387096775,3.532258065
311,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,3.75
312,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
316,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,4
318,1,0,3,1,0,5,1,5,6,0.045454545,0,0.136363636,0.045454545,0,0.227272727,0.045454545,0.227272727,0.272727273,0.181818181,0.272727272,0.545454545,3.795454545
321,0,0,0,1,0,2,3,0,1,0,0,0,0.142857143,0,0.285714286,0.428571429,0,0.142857143,0,0.428571429,0.571428572,3.785714286
322,1,0,0,0,0,2,1,0,1,0.2,0,0,0,0,0.4,0.2,0,0.2,0.2,0.4,0.4,3.4
323,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0.333333333,0.666666667,4.166666667
324,1,0,2,1,6,7,2,0,1,0.05,0,0.1,0.05,0.3,0.35,0.1,0,0.05,0.15,0.7,0.15,3.15
325,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,1,4.5
327,2,0,6,4,7,9,5,11,2,0.043478261,0,0.130434783,0.086956522,0.152173913,0.195652174,0.108695652,0.239130435,0.043478261,0.173913044,0.434782609,0.391304348,3.391304348
331,1,1,2,6,2,3,8,8,13,0.022727273,0.022727273,0.045454545,0.136363636,0.045454545,0.068181818,0.181818182,0.181818182,0.295454545,0.090909091,0.249999999,0.659090909,3.886363636
332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
335,0,2,0,0,2,1,1,6,1,0,0.153846154,0,0,0.153846154,0.076923077,0.076923077,0.461538462,0.076923077,0.153846154,0.230769231,0.615384616,3.730769231
336,0,0,0,2,1,2,3,4,0,0,0,0,0.166666667,0.083333333,0.166666667,0.25,0.333333333,0,0,0.416666667,0.583333333,3.75
337,2,0,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0.666666667,0,0.333333333,2
340,1,0,1,2,3,2,5,0,3,0.058823529,0,0.058823529,0.117647059,0.176470588,0.117647059,0.294117647,0,0.176470588,0.117647058,0.411764706,0.470588235,3.470588235
341,0,0,2,1,1,2,3,0,2,0,0,0.181818182,0.090909091,0.090909091,0.181818182,0.272727273,0,0.181818182,0.181818182,0.363636364,0.454545455,3.5
343,3,0,0,1,1,2,4,4,2,0.176470588,0,0,0.058823529,0.058823529,0.117647059,0.235294118,0.235294118,0.117647059,0.176470588,0.235294117,0.588235295,3.5
349,1,1,0,1,1,2,6,2,1,0.066666667,0.066666667,0,0.066666667,0.066666667,0.133333333,0.4,0.133333333,0.066666667,0.133333334,0.266666667,0.6,3.533333333
354,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
356,0,0,0,1,1,1,1,0,1,0,0,0,0.2,0.2,0.2,0.2,0,0.2,0,0.6,0.4,3.6
358,0,0,1,0,0,0,0,4,2,0,0,0.142857143,0,0,0,0,0.571428571,0.285714286,0.142857143,0,0.857142857,4.285714286
361,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1,4.25
367,0,0,2,2,11,2,9,5,1,0,0,0.0625,0.0625,0.34375,0.0625,0.28125,0.15625,0.03125,0.0625,0.46875,0.46875,3.515625
369,0,0,0,0,1,2,1,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0.75,0.25,3.5
370,2,0,1,0,3,1,3,1,1,0.166666667,0,0.083333333,0,0.25,0.083333333,0.25,0.083333333,0.083333333,0.25,0.333333333,0.416666666,3.166666667
372,1,2,1,0,1,1,2,1,1,0.1,0.2,0.1,0,0.1,0.1,0.2,0.1,0.1,0.4,0.2,0.4,3
376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
383,1,0,0,0,5,2,1,0,2,0.090909091,0,0,0,0.454545455,0.181818182,0.090909091,0,0.181818182,0.090909091,0.636363637,0.272727273,3.363636364
385,2,0,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0.666666667,0,0.333333333,2
391,1,0,1,0,1,2,0,0,1,0.166666667,0,0.166666667,0,0.166666667,0.333333333,0,0,0.166666667,0.333333334,0.5,0.166666667,3
400,0,0,0,0,5,1,0,0,1,0,0,0,0,0.714285714,0.142857143,0,0,0.142857143,0,0.857142857,0.142857143,3.357142857
405,0,0,0,0,2,0,1,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0.666666667,0.333333333,3.333333333
409,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,1,0,0,1.5
410,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
412,1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,3
417,0,0,0,0,3,3,4,0,1,0,0,0,0,0.272727273,0.272727273,0.363636364,0,0.090909091,0,0.545454546,0.454545455,3.681818182
422,3,1,1,5,3,5,7,1,10,0.083333333,0.027777778,0.027777778,0.138888889,0.083333333,0.138888889,0.194444444,0.027777778,0.277777778,0.138888889,0.361111111,0.5,3.555555556
426,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,5
430,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.25,0.25,0.5,0,0,1,4.625
439,1,0,1,2,5,2,1,1,0,0.076923077,0,0.076923077,0.153846154,0.384615385,0.153846154,0.076923077,0.076923077,0,0.153846154,0.692307693,0.153846154,2.961538462
448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
451,0,0,1,0,0,1,0,0,1,0,0,0.333333333,0,0,0.333333333,0,0,0.333333333,0.333333333,0.333333333,0.333333333,3.5
453,0,0,0,0,6,2,3,0,0,0,0,0,0,0.545454545,0.181818182,0.272727273,0,0,0,0.727272727,0.272727273,3.363636364
457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
471,0,0,2,0,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0.333333333,0,0.666666667,0,0.333333333,2.833333333
474,0,0,0,1,0,1,2,0,1,0,0,0,0.2,0,0.2,0.4,0,0.2,0,0.4,0.6,3.8
483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5
491,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.75,0,0.25,0,0,0.75,0.25,3.75
505,0,0,0,1,3,1,1,1,1,0,0,0,0.125,0.375,0.125,0.125,0.125,0.125,0,0.625,0.375,3.5625
512,0,0,1,0,1,0,1,0,2,0,0,0.2,0,0.2,0,0.2,0,0.4,0.2,0.2,0.6,3.8
517,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
522,1,0,0,0,2,1,2,2,0,0.125,0,0,0,0.25,0.125,0.25,0.25,0,0.125,0.375,0.5,3.4375
523,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5
535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
569,0,0,0,2,1,0,1,0,0,0,0,0,0.5,0.25,0,0.25,0,0,0,0.75,0.25,3
570,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.5
571,1,0,0,3,9,16,23,14,18,0.011904762,0,0,0.035714286,0.107142857,0.19047619,0.273809524,0.166666667,0.214285714,0.011904762,0.333333333,0.654761905,4.005952381
572,0,0,3,4,10,3,28,5,8,0,0,0.049180328,0.06557377,0.163934426,0.049180328,0.459016393,0.081967213,0.131147541,0.049180328,0.278688524,0.672131147,3.786885246
573,0,0,0,0,1,8,12,1,2,0,0,0,0,0.041666667,0.333333333,0.5,0.041666667,0.083333333,0,0.375,0.625,3.895833333
574,0,1,2,2,7,5,10,9,4,0,0.025,0.05,0.05,0.175,0.125,0.25,0.225,0.1,0.075,0.35,0.575,3.7375
575,0,1,0,0,2,0,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0,0,0.333333333,0.666666667,0,2.5
576,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0.75,0.25,0,0,1,4.625
577,0,0,0,1,3,2,2,1,5,0,0,0,0.071428571,0.214285714,0.142857143,0.142857143,0.071428571,0.357142857,0,0.428571428,0.571428571,4
578,0,0,1,0,2,10,8,10,2,0,0,0.03030303,0,0.060606061,0.303030303,0.242424242,0.303030303,0.060606061,0.03030303,0.363636364,0.606060606,3.939393939
579,0,0,1,0,2,3,5,2,0,0,0,0.076923077,0,0.153846154,0.230769231,0.384615385,0.153846154,0,0.076923077,0.384615385,0.538461539,3.653846154
580,3,1,1,2,10,16,13,7,6,0.050847458,0.016949153,0.016949153,0.033898305,0.169491525,0.271186441,0.220338983,0.118644068,0.101694915,0.084745764,0.474576271,0.440677966,3.576271186
582,0,0,0,0,2,0,6,0,2,0,0,0,0,0.2,0,0.6,0,0.2,0,0.2,0.8,4
583,1,0,0,0,0,1,3,0,0,0.2,0,0,0,0,0.2,0.6,0,0,0.2,0.2,0.6,3.3
591,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0,0.166666667,0.833333333,4.25
592,1,0,0,1,0,0,0,1,1,0.25,0,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.5,3.25
594,0,0,0,1,0,4,0,0,1,0,0,0,0.166666667,0,0.666666667,0,0,0.166666667,0,0.833333334,0.166666667,3.583333333
600,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1,4.25
603,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
